time_s,step,observation,action_pre_scale
1776846467.117024,2056,"[-0.015816224738955498,-0.040570218116045,-0.9990515112876892,-0.007320655044168234,-0.01797865517437458,0.03497178480029106,-0.35436496138572693,-0.43189963698387146,0.004825764801353216,-0.019204353913664818,-0.0161258764564991,0.08754399418830872,-0.39390259981155396,0.17677730321884155,0.00764388358220458,-0.2862599492073059,-0.3319721221923828,0.5486105680465698,-0.008372592739760876,0.10835803300142288,0.5261449813842773,0.17622655630111694,-0.012632166035473347,-0.19819065928459167,-0.4100133776664734,-0.0708070769906044,0.02088887058198452,0.0013561975210905075,0.06264501810073853,0.2034240961074829,-0.07708350569009781,-37.02715301513672,0.08793804049491882,0.09692814946174622,-0.11206721514463425,0.20605449378490448,-1.1041295528411865,-0.34359291195869446,-0.039427500218153,0.0,0.0,0.0]","[0.028026428073644638,0.05444105714559555,0.29366952180862427,0.03428545221686363,-36.8799934387207,0.13229228556156158,0.07636025547981262,-0.03996439278125763,0.4080098867416382,-1.1825932264328003,-0.16755415499210358,-0.01954517886042595]"
1776846467.138733,2057,"[-0.014966881833970547,-0.04474344477057457,-0.9988864064216614,-0.009631154127418995,-0.021078163757920265,0.04043625295162201,-0.35183683037757874,-0.43081533908843994,0.012007986195385456,-0.017428724095225334,-0.0161744337528944,0.08674155920743942,-0.39987269043922424,0.17589503526687622,0.007683936040848494,-0.19915275275707245,-0.26933997869491577,0.38621675968170166,0.023277726024389267,0.08396972715854645,0.5946998000144958,0.1291077733039856,-0.0033432519994676113,-0.06884381175041199,-0.44725045561790466,-0.08523783832788467,0.0017409783322364092,0.028026428073644638,0.05444105714559555,0.29366952180862427,0.03428545221686363,-36.8799934387207,0.13229228556156158,0.07636025547981262,-0.03996439278125763,0.4080098867416382,-1.1825932264328003,-0.16755415499210358,-0.01954517886042595,0.0,0.0,0.0]","[0.037602465599775314,0.04128963127732277,0.4038088023662567,0.11680776625871658,-36.74781036376953,0.15752339363098145,0.06871955096721649,0.01564943790435791,0.5649222135543823,-1.2158712148666382,-0.019137192517518997,0.004960246384143829]"
1776846467.156632,2058,"[-0.012083232402801514,-0.054395075887441635,-0.9984464049339294,-0.016004644334316254,-0.034109391272068024,0.053945086896419525,-0.35394370555877686,-0.42843955755233765,0.0395156592130661,-0.012893910519778728,-0.016128787770867348,0.08628257364034653,-0.4173208773136139,0.17318210005760193,0.007647372782230377,-0.2773626446723938,-0.6405611038208008,0.6449249386787415,-0.067568339407444,0.10293123126029968,1.3409819602966309,0.2106545865535736,0.00418985215947032,-0.0017897114157676697,-0.8315286040306091,-0.09570252895355225,-0.0010571497259661555,0.037602465599775314,0.04128963127732277,0.4038088023662567,0.11680776625871658,-36.74781036376953,0.15752339363098145,0.06871955096721649,0.01564943790435791,0.5649222135543823,-1.2158712148666382,-0.019137192517518997,0.004960246384143829,0.0,0.0,0.0]","[0.07624205946922302,0.03895079717040062,0.45359885692596436,0.23471055924892426,-36.574501037597656,0.12743797898292542,0.07355456054210663,0.06763605773448944,0.7219703197479248,-1.2813825607299805,0.051138535141944885,-0.021015003323554993]"
1776846467.176751,2059,"[-0.007220687344670296,-0.061838310211896896,-0.9980600476264954,-0.018267054110765457,-0.04791988059878349,0.06523880362510681,-0.35351571440696716,-0.4269546568393707,0.06471682339906693,-0.008886720053851604,-0.01504031103104353,0.08908455073833466,-0.43347644805908203,0.17293131351470947,0.007239890284836292,-0.09475257992744446,-0.71247798204422,0.5621780157089233,0.033675458282232285,0.06817178428173065,1.28597891330719,0.19874782860279083,0.06918680667877197,0.16991615295410156,-0.8220010995864868,-0.0033847354352474213,-0.02137099578976631,0.07624205946922302,0.03895079717040062,0.45359885692596436,0.23471055924892426,-36.574501037597656,0.12743797898292542,0.07355456054210663,0.06763605773448944,0.7219703197479248,-1.2813825607299805,0.051138535141944885,-0.021015003323554993,0.0,0.0,0.0]","[0.091525599360466,-0.001340612769126892,0.5476338267326355,0.32847219705581665,-36.34852981567383,0.07228924334049225,0.06793398410081863,0.1306031346321106,0.8083229064941406,-1.2860603332519531,0.08295929431915283,-0.042439449578523636]"
1776846467.196820,2060,"[0.00027092627715319395,-0.06882539391517639,-0.9976286888122559,-0.017895353958010674,-0.06434895098209381,0.07645133882761002,-0.3544885516166687,-0.4292055368423462,0.0912441685795784,-0.004409590270370245,-0.012094222009181976,0.09418858587741852,-0.4489339292049408,0.1715424805879593,0.004249072168022394,0.06454499065876007,-0.8304431438446045,0.5554251670837402,-0.092537522315979,-0.22125306725502014,1.1741981506347656,0.254128634929657,0.1459456831216812,0.2672942578792572,-0.7136924266815186,-0.1285356730222702,-0.19527573883533478,0.091525599360466,-0.001340612769126892,0.5476338267326355,0.32847219705581665,-36.34852981567383,0.07228924334049225,0.06793398410081863,0.1306031346321106,0.8083229064941406,-1.2860603332519531,0.08295929431915283,-0.042439449578523636,0.0,0.0,0.0]","[0.11712324619293213,-0.073477603495121,0.680395245552063,0.4791315793991089,-36.047149658203125,0.010793998837471008,0.05223876237869263,0.239897221326828,0.8786741495132446,-1.2259461879730225,0.10451216995716095,-0.061517391353845596]"
1776846467.216813,2061,"[0.009901321493089199,-0.07237724214792252,-0.9973281621932983,-0.0127463573589921,-0.08189084380865097,0.09021379053592682,-0.3467850089073181,-0.43435829877853394,0.09106539934873581,-0.00040732798515819013,-0.0052934447303414345,0.10235784202814102,-0.45663076639175415,0.16250751912593842,-0.0021622758358716965,0.27370724081993103,-0.8798558712005615,0.7171086072921753,0.520798921585083,-0.22968921065330505,-0.20933151245117188,0.1771630048751831,0.3858987092971802,0.43607622385025024,-0.33655208349227905,-0.4729481637477875,-0.34038877487182617,0.11712324619293213,-0.073477603495121,0.680395245552063,0.4791315793991089,-36.047149658203125,0.010793998837471008,0.05223876237869263,0.239897221326828,0.8786741495132446,-1.2259461879730225,0.10451216995716095,-0.061517391353845596,0.0,0.0,0.0]","[0.11235202848911285,-0.16352632641792297,0.8993434906005859,0.6142280697822571,-35.703826904296875,-0.0035437606275081635,0.018090002238750458,0.37237370014190674,0.9475758075714111,-1.1222643852233887,0.11433735489845276,-0.050434377044439316]"
1776846467.236989,2062,"[0.021225495263934135,-0.07403714209794998,-0.9970296025276184,-0.006498955190181732,-0.1015976294875145,0.10926441848278046,-0.32289236783981323,-0.4362766146659851,0.0788848027586937,0.0008913213387131691,0.009333121590316296,0.11281083524227142,-0.45871952176094055,0.15091414749622345,-0.008543947711586952,0.3005906641483307,-1.0210511684417725,0.9765160083770752,1.19511079788208,-0.10934015363454819,-0.5962339639663696,0.05339299887418747,0.78297358751297,0.49156510829925537,-0.09810657799243927,-0.47363901138305664,-0.335889607667923,0.11235202848911285,-0.16352632641792297,0.8993434906005859,0.6142280697822571,-35.703826904296875,-0.0035437606275081635,0.018090002238750458,0.37237370014190674,0.9475758075714111,-1.1222643852233887,0.11433735489845276,-0.050434377044439316,0.0,0.0,0.0]","[0.06400638818740845,-0.30374881625175476,1.1661897897720337,0.6842791438102722,-35.365928649902344,-0.0693080872297287,-0.09839656203985214,0.602128267288208,1.0179839134216309,-0.9529284834861755,0.1515725553035736,-0.04717260226607323]"
1776846467.257288,2063,"[0.03103925660252571,-0.07416275888681412,-0.9967629909515381,-0.0035321014001965523,-0.1274777352809906,0.13551238179206848,-0.2905709743499756,-0.4360516369342804,0.06525632739067078,-0.0017493339255452156,0.036494992673397064,0.12323418259620667,-0.45274752378463745,0.13952627778053284,-0.01297682523727417,0.11260060966014862,-1.3526544570922852,1.3893394470214844,1.719090223312378,0.03779510408639908,-0.6931450366973877,-0.1652444452047348,1.4850945472717285,0.5421971082687378,0.387157678604126,-0.6053906679153442,-0.18847870826721191,0.06400638818740845,-0.30374881625175476,1.1661897897720337,0.6842791438102722,-35.365928649902344,-0.0693080872297287,-0.09839656203985214,0.602128267288208,1.0179839134216309,-0.9529284834861755,0.1515725553035736,-0.04717260226607323,0.0,0.0,0.0]","[-0.009887585416436195,-0.4432525336742401,1.4350706338882446,0.6263900399208069,-35.16964340209961,-0.21060551702976227,-0.264557421207428,0.8854634761810303,1.0852898359298706,-0.6730482578277588,0.22359247505664825,-0.057094182819128036]"
1776846467.286139,2064,"[0.03773293271660805,-0.07271777838468552,-0.9966385364532471,-0.0029310407117009163,-0.15790298581123352,0.17011691629886627,-0.24700047075748444,-0.4332903027534485,0.04598480463027954,-0.015271969139575958,0.08155347406864166,0.13380658626556396,-0.4382959306240082,0.13523176312446594,-0.01697482168674469,0.017141448333859444,-1.4124809503555298,1.6135101318359375,1.9980823993682861,0.10229712724685669,-0.855272650718689,-0.6805112957954407,2.190828561782837,0.4444056451320648,0.6751796007156372,-0.056523364037275314,-0.20260989665985107,-0.009887585416436195,-0.4432525336742401,1.4350706338882446,0.6263900399208069,-35.16964340209961,-0.21060551702976227,-0.264557421207428,0.8854634761810303,1.0852898359298706,-0.6730482578277588,0.22359247505664825,-0.057094182819128036,0.0,0.0,0.0]","[-0.11943016946315765,-0.5589525103569031,1.6848385334014893,0.44069722294807434,-35.04586410522461,-0.38325265049934387,-0.4103763997554779,1.0669951438903809,1.0881261825561523,-0.38051101565361023,0.2413819283246994,-0.08332772552967072]"
1776846467.309275,2065,"[0.04114207252860069,-0.07129549980163574,-0.9966064095497131,-0.003725959686562419,-0.1833513379096985,0.19955505430698395,-0.21370898187160492,-0.4316098988056183,0.030046425759792328,-0.03016582317650318,0.12436293810606003,0.1413753479719162,-0.42200884222984314,0.13501101732254028,-0.019478265196084976,-0.09561474621295929,-1.5999517440795898,1.8747539520263672,2.070643424987793,0.11520453542470932,-1.0703465938568115,-1.0153448581695557,2.7577853202819824,0.475617378950119,1.1175572872161865,-0.02272970788180828,-0.15057110786437988,-0.11943016946315765,-0.5589525103569031,1.6848385334014893,0.44069722294807434,-35.04586410522461,-0.38325265049934387,-0.4103763997554779,1.0669951438903809,1.0881261825561523,-0.38051101565361023,0.2413819283246994,-0.08332772552967072,0.0,0.0,0.0]","[-0.18954849243164062,-0.5132659673690796,1.732774019241333,0.0802249014377594,-35.130741119384766,-0.4828179180622101,-0.49552062153816223,1.0371241569519043,0.9191465377807617,-0.17696908116340637,0.08668270707130432,-0.21464408934116364]"
1776846467.331464,2066,"[0.04272368550300598,-0.07058320194482803,-0.9965905547142029,-0.005878782831132412,-0.1990186721086502,0.2197282612323761,-0.19087541103363037,-0.43006080389022827,0.01641113869845867,-0.04283738508820534,0.15591423213481903,0.1447438895702362,-0.4118153154850006,0.14152860641479492,-0.023361824452877045,-0.1680070012807846,-1.0700913667678833,1.3859903812408447,1.5459619760513306,0.10596418380737305,-0.9630697965621948,-0.8932316899299622,2.178849697113037,0.2347622662782669,0.7551252245903015,0.3872210383415222,-0.2477971613407135,-0.18954849243164062,-0.5132659673690796,1.732774019241333,0.0802249014377594,-35.130741119384766,-0.4828179180622101,-0.49552062153816223,1.0371241569519043,0.9191465377807617,-0.17696908116340637,0.08668270707130432,-0.21464408934116364,0.0,0.0,0.0]","[-0.1950722187757492,-0.3987230062484741,1.5812690258026123,-0.34377002716064453,-35.15311813354492,-0.4417168200016022,-0.4426620900630951,0.8265953660011292,0.5056828260421753,-0.01811066083610058,-0.09019002318382263,-0.3663424551486969]"
1776846467.349680,2067,"[0.043454401195049286,-0.07046061009168625,-0.9965676069259644,-0.008064642548561096,-0.20634238421916962,0.2307046800851822,-0.1795044094324112,-0.428899884223938,0.007326060440391302,-0.05078090727329254,0.1727263480424881,0.1466260403394699,-0.4045085310935974,0.1425006240606308,-0.025774363428354263,-0.28250670433044434,-0.9465359449386597,1.4186241626739502,1.4696204662322998,0.15003702044487,-1.174181580543518,-1.0266435146331787,2.1728463172912598,0.24325580894947052,0.944351315498352,0.12562696635723114,-0.31180334091186523,-0.1950722187757492,-0.3987230062484741,1.5812690258026123,-0.34377002716064453,-35.15311813354492,-0.4417168200016022,-0.4426620900630951,0.8265953660011292,0.5056828260421753,-0.01811066083610058,-0.09019002318382263,-0.3663424551486969,0.0,0.0,0.0]","[-0.17489950358867645,-0.01760750263929367,0.9947776794433594,-0.945493757724762,-34.570980072021484,-0.23421667516231537,-0.15933841466903687,0.16813474893569946,-0.3122676908969879,0.21972960233688354,-0.5190750360488892,-0.7212923169136047]"
1776846467.395427,2068,"[0.04621240869164467,-0.07281150668859482,-0.9962745308876038,-0.016664283350110054,-0.2216811627149582,0.2597132623195648,-0.15415766835212708,-0.4263401925563812,-0.020170051604509354,-0.0729721412062645,0.21904325485229492,0.1455349326133728,-0.3881840109825134,0.15606899559497833,-0.044169832020998,-0.5059303641319275,-0.7260096073150635,1.5610963106155396,1.2648842334747314,0.15730617940425873,-1.5677521228790283,-1.2033026218414307,2.4571805000305176,-0.1511986255645752,0.8873721957206726,0.7705590128898621,-1.142578125,-0.17489950358867645,-0.01760750263929367,0.9947776794433594,-0.945493757724762,-34.570980072021484,-0.23421667516231537,-0.15933841466903687,0.16813474893569946,-0.3122676908969879,0.21972960233688354,-0.5190750360488892,-0.7212923169136047,0.0,0.0,0.0]","[-0.07649801671504974,0.5923025608062744,-0.13551396131515503,-1.5733119249343872,-33.46568298339844,0.037798382341861725,0.39258649945259094,-0.9466719031333923,-1.2147072553634644,0.4124736189842224,-1.0895397663116455,-1.1893290281295776]"
1776846467.407454,2069,"[0.04945942759513855,-0.08338035643100739,-0.9952896237373352,-0.03181904926896095,-0.22460374236106873,0.29425638914108276,-0.148375004529953,-0.42092999815940857,-0.05120506510138512,-0.08878016471862793,0.25913161039352417,0.1273384839296341,-0.3624069094657898,0.1821216344833374,-0.0841405987739563,-0.6140408515930176,0.03839746490120888,1.3373851776123047,-0.024650312960147858,0.21020537614822388,-1.1158448457717896,-0.5245954990386963,1.3591892719268799,-0.814480185508728,0.9601690769195557,0.9205396175384521,-1.576736569404602,-0.07649801671504974,0.5923025608062744,-0.13551396131515503,-1.5733119249343872,-33.46568298339844,0.037798382341861725,0.39258649945259094,-0.9466719031333923,-1.2147072553634644,0.4124736189842224,-1.0895397663116455,-1.1893290281295776,0.0,0.0,0.0]","[-0.1065722405910492,0.9365139603614807,-1.3151284456253052,-2.100194215774536,-33.1596794128418,0.14071018993854523,0.74981290102005,-1.7293184995651245,-1.6108782291412354,0.4679180383682251,-1.6499269008636475,-1.4320117235183716]"
1776846467.437884,2070,"[0.04160315543413162,-0.09586673229932785,-0.994524359703064,-0.04695185273885727,-0.20611166954040527,0.3184360861778259,-0.1765821874141693,-0.41508883237838745,-0.06286358088254929,-0.0794747918844223,0.2641112506389618,0.09804827719926834,-0.3447953164577484,0.18924129009246826,-0.12406046688556671,-0.6488803029060364,1.0765336751937866,0.7053941488265991,-1.6893341541290283,0.25829386711120605,-0.1923057585954666,0.9606667757034302,-0.39181971549987793,-1.366450548171997,0.7043958902359009,0.15846450626850128,-1.7365233898162842,-0.1065722405910492,0.9365139603614807,-1.3151284456253052,-2.100194215774536,-33.1596794128418,0.14071018993854523,0.74981290102005,-1.7293184995651245,-1.6108782291412354,0.4679180383682251,-1.6499269008636475,-1.4320117235183716,0.0,0.0,0.0]","[-0.17578089237213135,0.8798174858093262,-1.738168716430664,-2.3560585975646973,-33.58633041381836,0.17111194133758545,0.6923901438713074,-1.9089895486831665,-1.4330300092697144,0.30867746472358704,-1.7579587697982788,-1.389237642288208]"
